Processed date/time,Lot No.,Measured Value
4/22/2024 6:13,0422-0247-00019,240219-60-0001
4/22/2024 6:13,0422-0247-00020,240219-60-0001
4/22/2024 6:13,0422-0247-00021,240219-60-0001
4/22/2024 6:13,0422-0247-00022,240219-60-0001
4/22/2024 6:13,0422-0247-00023,240219-60-0001
4/22/2024 6:13,0422-0247-00024,240219-60-0001
4/22/2024 6:13,0422-0247-00025,240219-60-0001
4/22/2024 6:14,0422-0247-00026,240219-60-0001
4/22/2024 6:14,0422-0247-00027,240219-60-0001
4/22/2024 6:14,0422-0247-00028,240219-60-0001
4/22/2024 6:14,0422-0247-00029,240219-60-0001
4/22/2024 6:14,0422-0247-00030,240219-60-0001
4/22/2024 6:14,0422-0247-00031,240219-60-0001
4/22/2024 6:14,0422-0247-00032,240219-60-0001
4/22/2024 6:14,0422-0247-00033,240219-60-0001
4/22/2024 6:14,0422-0247-00034,240219-60-0001
4/22/2024 6:14,0422-0247-00035,240219-60-0001
4/22/2024 6:14,0422-0247-00036,240219-60-0001
4/22/2024 6:14,0422-0247-00037,240219-60-0001
4/22/2024 6:14,0422-0247-00038,240219-60-0001
4/22/2024 6:14,0422-0247-00039,240219-60-0001
4/22/2024 6:14,0422-0247-00040,240219-60-0001
4/22/2024 6:14,0422-0247-00041,240219-60-0001
4/22/2024 6:14,0422-0247-00042,240219-60-0001
4/22/2024 6:14,0422-0247-00043,240219-60-0001
4/22/2024 6:14,0422-0247-00044,240219-60-0001
4/22/2024 6:14,0422-0247-00045,240219-60-0001
4/22/2024 6:14,0422-0247-00046,240219-60-0001
4/22/2024 6:15,0422-0247-00047,240219-60-0001
4/22/2024 6:15,0422-0247-00048,240219-60-0001
4/22/2024 6:15,0422-0247-00049,240219-60-0001
4/22/2024 6:15,0422-0247-00050,240219-60-0001
4/22/2024 6:15,0422-0247-00051,240219-60-0001
4/22/2024 6:15,0422-0247-00052,240219-60-0001
4/22/2024 6:15,0422-0247-00053,240219-60-0001
4/22/2024 6:15,0422-0247-00054,240219-60-0001
4/22/2024 6:15,0422-0247-00055,240219-60-0001
4/22/2024 6:15,0422-0247-00056,240219-60-0001
4/22/2024 6:15,0422-0247-00057,240219-60-0001
4/22/2024 6:15,0422-0247-00058,240219-60-0001
4/22/2024 6:15,0422-0247-00059,240219-60-0001
4/22/2024 6:15,0422-0247-00060,240219-60-0001
4/22/2024 6:15,0422-0247-00061,240219-60-0001
4/22/2024 6:15,0422-0247-00062,240219-60-0001
4/22/2024 6:15,0422-0247-00063,240219-60-0001
4/22/2024 6:15,0422-0247-00064,240219-60-0001
4/22/2024 6:15,0422-0247-00065,240219-60-0001
4/22/2024 6:15,0422-0247-00066,240219-60-0001
4/22/2024 6:16,0422-0247-00067,240219-60-0001
4/22/2024 6:16,0422-0247-00068,240219-60-0001
4/22/2024 6:16,0422-0247-00069,240219-60-0001
4/22/2024 6:16,0422-0247-00070,240219-60-0001
4/22/2024 6:16,0422-0247-00071,240219-60-0001
4/22/2024 6:16,0422-0247-00072,240219-60-0001
4/22/2024 6:16,0422-0247-00073,240219-60-0001
4/22/2024 6:16,0422-0247-00074,240219-60-0001
4/22/2024 6:16,0422-0247-00075,240219-60-0001
4/22/2024 6:16,0422-0247-00076,240219-60-0001
4/22/2024 6:16,0422-0247-00077,240219-60-0001
4/22/2024 6:16,0422-0247-00078,240219-60-0001
4/22/2024 6:16,0422-0247-00079,240219-60-0001
4/22/2024 6:16,0422-0247-00080,240219-60-0001
4/22/2024 6:16,0422-0247-00081,240219-60-0001
4/22/2024 6:16,0422-0247-00082,240219-60-0001
4/22/2024 6:16,0422-0247-00083,240219-60-0001
4/22/2024 6:16,0422-0247-00084,240219-60-0001
4/22/2024 6:16,0422-0247-00085,240219-60-0001
4/22/2024 6:16,0422-0247-00086,240219-60-0001
4/22/2024 6:16,0422-0247-00087,240219-60-0001
4/22/2024 6:17,0422-0247-00088,240219-60-0001
4/22/2024 6:17,0422-0247-00089,240219-60-0001
4/22/2024 6:17,0422-0247-00090,240219-60-0001
4/22/2024 6:17,0422-0247-00091,240219-60-0001
4/22/2024 6:17,0422-0247-00092,240219-60-0001
4/22/2024 6:17,0422-0247-00093,240219-60-0001
4/22/2024 6:17,0422-0247-00094,240219-60-0001
4/22/2024 6:17,0422-0247-00095,240219-60-0001
4/22/2024 6:17,0422-0247-00096,240219-60-0001
4/22/2024 6:17,0422-0247-00097,240219-60-0001
4/22/2024 6:17,0422-0247-00098,240219-60-0001
4/22/2024 6:17,0422-0247-00099,240219-60-0001
4/22/2024 6:17,0422-0247-00100,240219-60-0001
4/22/2024 6:17,0422-0247-00101,240219-60-0001
4/22/2024 6:17,0422-0247-00102,240219-60-0001
4/22/2024 6:17,0422-0247-00103,240219-60-0001
4/22/2024 6:17,0422-0247-00104,240219-60-0001
4/22/2024 6:17,0422-0247-00105,240219-60-0001
4/22/2024 6:17,0422-0247-00106,240219-60-0001
4/22/2024 6:17,0422-0247-00107,240219-60-0001
4/22/2024 6:18,0422-0247-00108,240219-60-0001
4/22/2024 6:18,0422-0247-00109,240219-60-0001
4/22/2024 6:18,0422-0247-00110,240219-60-0001
4/22/2024 6:18,0422-0247-00111,240219-60-0001
4/22/2024 6:18,0422-0247-00112,240219-60-0001
4/22/2024 6:18,0422-0247-00113,240219-60-0001
4/22/2024 6:18,0422-0247-00114,240219-60-0001
4/22/2024 6:18,0422-0247-00115,240219-60-0001
4/22/2024 6:18,0422-0247-00116,240219-60-0001
4/22/2024 6:18,0422-0247-00117,240219-60-0001
4/22/2024 6:18,0422-0247-00118,240219-60-0001
4/22/2024 6:18,0422-0247-00119,240219-60-0001
4/22/2024 6:18,0422-0247-00120,240219-60-0001
4/22/2024 6:18,0422-0247-00121,240219-60-0001
4/22/2024 6:18,0422-0247-00122,240219-60-0001
4/22/2024 6:18,0422-0247-00123,240219-60-0001
4/22/2024 6:18,0422-0247-00124,240219-60-0001
4/22/2024 6:18,0422-0247-00125,240219-60-0001
4/22/2024 6:18,0422-0247-00126,240219-60-0001
4/22/2024 6:18,0422-0247-00127,240219-60-0001
4/22/2024 6:18,0422-0247-00128,240219-60-0001
4/22/2024 6:19,0422-0247-00129,240219-60-0001
4/22/2024 6:19,0422-0247-00130,240219-60-0001
4/22/2024 6:19,0422-0247-00131,240219-60-0001
4/22/2024 6:19,0422-0247-00132,240219-60-0001
4/22/2024 6:19,0422-0247-00133,240219-60-0001
4/22/2024 6:19,0422-0247-00134,240219-60-0001
4/22/2024 6:19,0422-0247-00135,240219-60-0001
4/22/2024 6:19,0422-0247-00136,240219-60-0001
4/22/2024 6:19,0422-0247-00137,240219-60-0001
4/22/2024 6:19,0422-0247-00138,240219-60-0001
4/22/2024 6:19,0422-0247-00139,240219-60-0001
4/22/2024 6:19,0422-0247-00140,240219-60-0001
4/22/2024 6:19,0422-0247-00141,240219-60-0001
4/22/2024 6:19,0422-0247-00142,240219-60-0001
4/22/2024 6:19,0422-0247-00143,240219-60-0001
4/22/2024 6:19,0422-0247-00144,240219-60-0001
4/22/2024 6:19,0422-0247-00145,240219-60-0001
4/22/2024 6:19,0422-0247-00146,240219-60-0001
4/22/2024 6:19,0422-0247-00147,240219-60-0001
4/22/2024 6:19,0422-0247-00148,240219-60-0001
4/22/2024 6:20,0422-0247-00149,240219-60-0001
4/22/2024 6:20,0422-0247-00150,240219-60-0001
4/22/2024 6:20,0422-0247-00151,240219-60-0001
4/22/2024 6:20,0422-0247-00152,240219-60-0001
4/22/2024 6:20,0422-0247-00153,240219-60-0001
4/22/2024 6:20,0422-0247-00154,240219-60-0001
4/22/2024 6:20,0422-0247-00155,240219-60-0001
4/22/2024 6:20,0422-0247-00156,240219-60-0001
4/22/2024 6:20,0422-0247-00157,240219-60-0001
4/22/2024 6:20,0422-0247-00158,240219-60-0001
4/22/2024 6:20,0422-0247-00159,240219-60-0001
4/22/2024 6:20,0422-0247-00160,240219-60-0001
4/22/2024 6:20,0422-0247-00161,240219-60-0001
4/22/2024 6:20,0422-0247-00162,240219-60-0001
4/22/2024 6:20,0422-0247-00163,240219-60-0001
4/22/2024 6:20,0422-0247-00164,240219-60-0001
4/22/2024 6:20,0422-0247-00165,240219-60-0001
4/22/2024 6:20,0422-0247-00166,240219-60-0001
4/22/2024 6:20,0422-0247-00167,240219-60-0001
4/22/2024 6:20,0422-0247-00168,240219-60-0001
4/22/2024 6:21,0422-0247-00169,240219-60-0001
4/22/2024 6:21,0422-0247-00170,240219-60-0001
4/22/2024 6:21,0422-0247-00171,240219-60-0001
4/22/2024 6:21,0422-0247-00172,240219-60-0001
4/22/2024 6:21,0422-0247-00173,240219-60-0001
4/22/2024 6:21,0422-0247-00174,240219-60-0001
4/22/2024 6:21,0422-0247-00175,240219-60-0001
4/22/2024 6:21,0422-0247-00176,240219-60-0001
4/22/2024 6:21,0422-0247-00177,240219-60-0001
4/22/2024 6:21,0422-0247-00178,240219-60-0001
4/22/2024 6:21,0422-0247-00179,240219-60-0001
4/22/2024 6:21,0422-0247-00180,240219-60-0001
4/22/2024 6:21,0422-0247-00181,240219-60-0001
4/22/2024 6:21,0422-0247-00182,240219-60-0001
4/22/2024 6:21,0422-0247-00183,240219-60-0001
4/22/2024 6:21,0422-0247-00184,240219-60-0001
4/22/2024 6:21,0422-0247-00185,240219-60-0001
4/22/2024 6:21,0422-0247-00186,240219-60-0001
4/22/2024 6:21,0422-0247-00187,240219-60-0001
4/22/2024 6:22,0422-0247-00188,240219-60-0001
4/22/2024 6:22,0422-0247-00189,240219-60-0001
4/22/2024 6:22,0422-0247-00190,240219-60-0001
4/22/2024 6:22,0422-0247-00191,240219-60-0001
4/22/2024 6:22,0422-0247-00192,240219-60-0001
4/22/2024 6:22,0422-0247-00193,240219-60-0001
4/22/2024 6:22,0422-0247-00194,240219-60-0001
4/22/2024 6:22,0422-0247-00195,240219-60-0001
4/22/2024 6:22,0422-0247-00196,240219-60-0001
4/22/2024 6:22,0422-0247-00197,240219-60-0001
4/22/2024 6:22,0422-0247-00198,240219-60-0001
4/22/2024 6:22,0422-0247-00199,240219-60-0001
4/22/2024 6:22,0422-0247-00200,240219-60-0001
4/22/2024 6:22,0422-0247-00201,240219-60-0001
4/22/2024 6:22,0422-0247-00202,240219-60-0001
4/22/2024 6:22,0422-0247-00203,240219-60-0001
4/22/2024 6:22,0422-0247-00204,240219-60-0001
4/22/2024 6:22,0422-0247-00205,240219-60-0001
4/22/2024 6:22,0422-0247-00206,240219-60-0001
4/22/2024 6:22,0422-0247-00207,240219-60-0001
4/22/2024 6:23,0422-0247-00208,240219-60-0001
4/22/2024 6:23,0422-0247-00209,240219-60-0001
4/22/2024 6:23,0422-0247-00210,240219-60-0001
4/22/2024 6:23,0422-0247-00211,240219-60-0001
4/22/2024 6:23,0422-0247-00212,240219-60-0001
4/22/2024 6:23,0422-0247-00213,240219-60-0001
4/22/2024 6:23,0422-0247-00214,240219-60-0001
4/22/2024 6:23,0422-0247-00215,240219-60-0001
4/22/2024 6:23,0422-0247-00216,240219-60-0001
4/22/2024 6:23,0422-0247-00217,240219-60-0001
4/22/2024 6:23,0422-0247-00218,240219-60-0001
4/22/2024 6:23,0422-0247-00219,240219-60-0001
4/22/2024 6:23,0422-0247-00220,240219-60-0001
4/22/2024 6:23,0422-0247-00221,240219-60-0001
4/22/2024 6:23,0422-0247-00222,240219-60-0001
4/22/2024 6:24,0422-0247-00223,240219-60-0001
4/22/2024 6:24,0422-0247-00224,240219-60-0001
4/22/2024 6:24,0422-0247-00225,240219-60-0001
4/22/2024 6:24,0422-0247-00226,240219-60-0001
4/22/2024 6:24,0422-0247-00227,240225-60-0003
4/22/2024 6:24,0422-0247-00228,240225-60-0003
4/22/2024 6:24,0422-0247-00229,240225-60-0003
4/22/2024 6:24,0422-0247-00230,240225-60-0003
4/22/2024 6:24,0422-0247-00231,240225-60-0003
4/22/2024 6:24,0422-0247-00232,240225-60-0003
4/22/2024 6:24,0422-0247-00233,240225-60-0003
4/22/2024 6:24,0422-0247-00234,240225-60-0003
4/22/2024 6:24,0422-0247-00235,240225-60-0003
4/22/2024 6:24,0422-0247-00236,240225-60-0003
4/22/2024 6:24,0422-0247-00237,240225-60-0003
4/22/2024 6:25,0422-0247-00238,240225-60-0003
4/22/2024 6:25,0422-0247-00239,240225-60-0003
4/22/2024 6:25,0422-0247-00240,240225-60-0003
4/22/2024 6:25,0422-0247-00241,240225-60-0003
4/22/2024 6:25,0422-0247-00242,240225-60-0003
4/22/2024 6:25,0422-0247-00243,240225-60-0003
4/22/2024 6:25,0422-0247-00244,240225-60-0003
4/22/2024 6:25,0422-0247-00245,240225-60-0003
4/22/2024 6:25,0422-0247-00246,240225-60-0003
4/22/2024 6:25,0422-0247-00247,240225-60-0003
4/22/2024 6:25,0422-0247-00248,240225-60-0003
4/22/2024 6:25,0422-0247-00249,240225-60-0003
4/22/2024 6:25,0422-0247-00250,240225-60-0003
4/22/2024 6:25,0422-0247-00251,240225-60-0003
4/22/2024 6:25,0422-0247-00252,240225-60-0003
4/22/2024 6:25,0422-0247-00253,240225-60-0003
4/22/2024 6:25,0422-0247-00254,240225-60-0003
4/22/2024 6:26,0422-0247-00255,240225-60-0003
4/22/2024 6:26,0422-0247-00256,240225-60-0003
4/22/2024 6:26,0422-0247-00257,240225-60-0003
4/22/2024 6:26,0422-0247-00258,240225-60-0003
4/22/2024 6:26,0422-0247-00259,240225-60-0003
4/22/2024 6:26,0422-0247-00260,240225-60-0003
4/22/2024 6:26,0422-0247-00261,240225-60-0003
4/22/2024 6:26,0422-0247-00262,240225-60-0003
4/22/2024 6:26,0422-0247-00263,240225-60-0003
4/22/2024 6:26,0422-0247-00264,240225-60-0003
4/22/2024 6:26,0422-0247-00265,240225-60-0003
4/22/2024 6:26,0422-0247-00266,240225-60-0003
4/22/2024 6:27,0422-0247-00267,240225-60-0003
4/22/2024 6:27,0422-0247-00268,240225-60-0003
4/22/2024 6:27,0422-0247-00269,240225-60-0003
4/22/2024 6:27,0422-0247-00270,240225-60-0003
4/22/2024 6:27,0422-0247-00271,240225-60-0003
4/22/2024 6:27,0422-0247-00272,240225-60-0003
4/22/2024 6:27,0422-0247-00273,240225-60-0003
4/22/2024 6:27,0422-0247-00274,240225-60-0003
4/22/2024 6:27,0422-0247-00275,240225-60-0003
4/22/2024 6:27,0422-0247-00276,240225-60-0003
4/22/2024 6:27,0422-0247-00277,240225-60-0003
4/22/2024 6:27,0422-0247-00278,240225-60-0003
4/22/2024 6:27,0422-0247-00279,240225-60-0003
4/22/2024 6:27,0422-0247-00280,240225-60-0003
4/22/2024 6:27,0422-0247-00281,240225-60-0003
4/22/2024 6:27,0422-0247-00282,240225-60-0003
4/22/2024 6:28,0422-0247-00283,240225-60-0003
4/22/2024 6:28,0422-0247-00284,240225-60-0003
4/22/2024 6:28,0422-0247-00285,240225-60-0003
4/22/2024 6:28,0422-0247-00286,240225-60-0003
4/22/2024 6:28,0422-0247-00287,240225-60-0003
4/22/2024 6:28,0422-0247-00288,240225-60-0003
4/22/2024 6:28,0422-0247-00289,240225-60-0003
4/22/2024 6:28,0422-0247-00290,240225-60-0003
4/22/2024 6:28,0422-0247-00291,240225-60-0003
4/22/2024 6:28,0422-0247-00292,240225-60-0003
4/22/2024 6:28,0422-0247-00293,240225-60-0003
4/22/2024 6:28,0422-0247-00294,240225-60-0003
4/22/2024 6:28,0422-0247-00295,240225-60-0003
4/22/2024 6:28,0422-0247-00296,240225-60-0003
4/22/2024 6:28,0422-0247-00297,240225-60-0003
4/22/2024 6:28,0422-0247-00298,240225-60-0003
4/22/2024 6:28,0422-0247-00299,240225-60-0003
4/22/2024 6:28,0422-0247-00300,240225-60-0003
4/22/2024 6:28,0422-0247-00301,240225-60-0003
4/22/2024 6:29,0422-0247-00302,240225-60-0003
4/22/2024 6:29,0422-0247-00303,240225-60-0003
4/22/2024 6:29,0422-0247-00304,240225-60-0003
4/22/2024 6:29,0422-0247-00305,240225-60-0003
4/22/2024 6:29,0422-0247-00306,240225-60-0003
4/22/2024 6:29,0422-0247-00307,240225-60-0003
4/22/2024 6:29,0422-0247-00308,240225-60-0003
4/22/2024 6:29,0422-0247-00309,240225-60-0003
4/22/2024 6:29,0422-0247-00310,240225-60-0003
4/22/2024 6:29,0422-0247-00311,240225-60-0003
4/22/2024 6:29,0422-0247-00312,240225-60-0003
4/22/2024 6:29,0422-0247-00313,240225-60-0003
4/22/2024 6:29,0422-0247-00314,240225-60-0003
4/22/2024 6:29,0422-0247-00315,240225-60-0003
4/22/2024 6:29,0422-0247-00316,240225-60-0003
4/22/2024 6:29,0422-0247-00317,240225-60-0003
4/22/2024 6:29,0422-0247-00318,240225-60-0003
4/22/2024 6:29,0422-0247-00319,240225-60-0003
4/22/2024 6:29,0422-0247-00320,240225-60-0003
4/22/2024 6:29,0422-0247-00321,240225-60-0003
4/22/2024 6:30,0422-0247-00322,240225-60-0003
4/22/2024 6:30,0422-0247-00323,240225-60-0003
4/22/2024 6:30,0422-0247-00324,240225-60-0003
4/22/2024 6:30,0422-0247-00325,240225-60-0003
4/22/2024 6:30,0422-0247-00326,240225-60-0003
4/22/2024 6:30,0422-0247-00327,240225-60-0003
4/22/2024 6:30,0422-0247-00328,240225-60-0003
4/22/2024 6:30,0422-0247-00329,240225-60-0003
4/22/2024 6:30,0422-0247-00330,240225-60-0003
4/22/2024 6:30,0422-0247-00331,240225-60-0003
4/22/2024 6:30,0422-0247-00332,240225-60-0003
4/22/2024 6:30,0422-0247-00333,240225-60-0003
4/22/2024 6:30,0422-0247-00334,240225-60-0003
4/22/2024 6:30,0422-0247-00335,240225-60-0003
4/22/2024 6:30,0422-0247-00336,240225-60-0003
4/22/2024 6:30,0422-0247-00337,240225-60-0003
4/22/2024 6:30,0422-0247-00338,240225-60-0003
4/22/2024 6:30,0422-0247-00339,240225-60-0003
4/22/2024 6:30,0422-0247-00340,240225-60-0003
4/22/2024 6:30,0422-0247-00341,240225-60-0003
4/22/2024 6:31,0422-0247-00342,240225-60-0003
4/22/2024 6:31,0422-0247-00343,240225-60-0003
4/22/2024 6:31,0422-0247-00344,240225-60-0003
4/22/2024 6:31,0422-0247-00345,240225-60-0003
4/22/2024 6:31,0422-0247-00346,240225-60-0003
4/22/2024 6:31,0422-0247-00347,240225-60-0003
4/22/2024 6:31,0422-0247-00348,240225-60-0003
4/22/2024 6:31,0422-0247-00349,240225-60-0003
4/22/2024 6:31,0422-0247-00350,240225-60-0003
4/22/2024 6:31,0422-0247-00351,240225-60-0003
4/22/2024 6:31,0422-0247-00352,240225-60-0003
4/22/2024 6:31,0422-0247-00353,240225-60-0003
4/22/2024 6:31,0422-0247-00354,240225-60-0003
4/22/2024 6:31,0422-0247-00355,240225-60-0003
4/22/2024 6:31,0422-0247-00356,240225-60-0003
4/22/2024 6:31,0422-0247-00357,240225-60-0003
4/22/2024 6:31,0422-0247-00358,240225-60-0003
4/22/2024 6:32,0422-0247-00359,240225-60-0003
4/22/2024 6:32,0422-0247-00360,240225-60-0003
4/22/2024 6:32,0422-0247-00361,240225-60-0003
4/22/2024 6:32,0422-0247-00362,240225-60-0003
4/22/2024 6:32,0422-0247-00363,240225-60-0003
4/22/2024 6:32,0422-0247-00364,240225-60-0003
4/22/2024 6:32,0422-0247-00365,240225-60-0003
4/22/2024 6:32,0422-0247-00366,240225-60-0003
4/22/2024 6:32,0422-0247-00367,240225-60-0003
4/22/2024 6:32,0422-0247-00368,240225-60-0003
4/22/2024 6:32,0422-0247-00369,240225-60-0003
4/22/2024 6:32,0422-0247-00370,240225-60-0003
4/22/2024 6:32,0422-0247-00371,240225-60-0003
4/22/2024 6:32,0422-0247-00372,240225-60-0003
4/22/2024 6:32,0422-0247-00373,240225-60-0003
4/22/2024 6:32,0422-0247-00374,240225-60-0003
4/22/2024 6:32,0422-0247-00375,240225-60-0003
4/22/2024 6:32,0422-0247-00376,240225-60-0003
4/22/2024 6:33,0422-0247-00377,240225-60-0003
4/22/2024 6:33,0422-0247-00378,240225-60-0003
4/22/2024 6:33,0422-0247-00379,240225-60-0003
4/22/2024 6:33,0422-0247-00380,240225-60-0003
4/22/2024 6:33,0422-0247-00381,240225-60-0003
4/22/2024 6:33,0422-0247-00382,240225-60-0003
4/22/2024 6:33,0422-0247-00383,240225-60-0003
4/22/2024 6:33,0422-0247-00384,240225-60-0003
4/22/2024 6:33,0422-0247-00385,240225-60-0003
4/22/2024 6:33,0422-0247-00386,240225-60-0003
4/22/2024 6:33,0422-0247-00387,240225-60-0003
4/22/2024 6:33,0422-0247-00388,240225-60-0003
4/22/2024 6:33,0422-0247-00389,240225-60-0003
4/22/2024 6:33,0422-0247-00390,240225-60-0003
4/22/2024 6:33,0422-0247-00391,240225-60-0003
4/22/2024 6:33,0422-0247-00392,240225-60-0003
4/22/2024 6:33,0422-0247-00393,240225-60-0003
4/22/2024 6:34,0422-0247-00394,240225-60-0003
4/22/2024 6:34,0422-0247-00395,240225-60-0003
4/22/2024 6:34,0422-0247-00396,240225-60-0003
4/22/2024 6:34,0422-0247-00397,240225-60-0003
4/22/2024 6:34,0422-0247-00398,240225-60-0003
4/22/2024 6:34,0422-0247-00399,240225-60-0003
4/22/2024 6:34,0422-0247-00400,240225-60-0003
4/22/2024 6:34,0422-0247-00401,240225-60-0003
4/22/2024 6:34,0422-0247-00402,240225-60-0003
4/22/2024 6:34,0422-0247-00403,240225-60-0003
4/22/2024 6:34,0422-0247-00404,240225-60-0003
4/22/2024 6:34,0422-0247-00405,240225-60-0003
4/22/2024 6:34,0422-0247-00406,240225-60-0003
4/22/2024 6:34,0422-0247-00407,240225-60-0003
4/22/2024 6:34,0422-0247-00408,240225-60-0003
4/22/2024 6:34,0422-0247-00409,240225-60-0003
4/22/2024 6:35,0422-0247-00410,240225-60-0003
4/22/2024 6:35,0422-0247-00411,240225-60-0003
4/22/2024 6:35,0422-0247-00412,240225-60-0003
4/22/2024 6:35,0422-0247-00413,240225-60-0003
4/22/2024 6:35,0422-0247-00414,240225-60-0003
4/22/2024 6:35,0422-0247-00415,240225-60-0003
4/22/2024 6:35,0422-0247-00416,240225-60-0003
4/22/2024 6:35,0422-0247-00417,240225-60-0003
4/22/2024 6:35,0422-0247-00418,240225-60-0003
4/22/2024 6:35,0422-0247-00419,240225-60-0003
4/22/2024 6:35,0422-0247-00420,240225-60-0003
4/22/2024 6:35,0422-0247-00421,240225-60-0003
4/22/2024 6:35,0422-0247-00422,240225-60-0003
4/22/2024 6:35,0422-0247-00423,240225-60-0003
4/22/2024 6:35,0422-0247-00424,240225-60-0003
4/22/2024 6:35,0422-0247-00425,240225-60-0003
4/22/2024 6:35,0422-0247-00426,240225-60-0003
4/22/2024 6:35,0422-0247-00427,240225-60-0003
4/22/2024 6:35,0422-0247-00428,240225-60-0003
4/22/2024 6:36,0422-0247-00429,240225-60-0003
4/22/2024 6:36,0422-0247-00430,240225-60-0003
4/22/2024 6:36,0422-0247-00431,240225-60-0003
4/22/2024 6:36,0422-0247-00432,240225-60-0003
4/22/2024 6:36,0422-0247-00433,240225-60-0003
4/22/2024 6:36,0422-0247-00434,240225-60-0003
4/22/2024 6:36,0422-0247-00435,240225-60-0003
4/22/2024 6:36,0422-0247-00436,240225-60-0003
4/22/2024 6:36,0422-0247-00437,240225-60-0003
4/22/2024 6:36,0422-0247-00438,240225-60-0003
4/22/2024 6:36,0422-0247-00439,240225-60-0003
4/22/2024 6:36,0422-0247-00440,240225-60-0003
4/22/2024 6:36,0422-0247-00441,240225-60-0003
4/22/2024 6:36,0422-0247-00442,240225-60-0003
4/22/2024 6:36,0422-0247-00443,240225-60-0003
4/22/2024 6:37,0422-0247-00444,240225-60-0003
4/22/2024 6:37,0422-0247-00445,240225-60-0003
4/22/2024 6:37,0422-0247-00446,240225-60-0003
4/22/2024 6:37,0422-0247-00447,240225-60-0003
4/22/2024 6:37,0422-0247-00448,240225-60-0003
4/22/2024 6:37,0422-0247-00449,240225-60-0003
4/22/2024 6:37,0422-0247-00450,240225-60-0003
4/22/2024 6:37,0422-0247-00451,240225-60-0003
4/22/2024 6:37,0422-0247-00452,240225-60-0003
4/22/2024 6:37,0422-0247-00453,240225-60-0003
4/22/2024 6:37,0422-0247-00454,240225-60-0003
4/22/2024 6:37,0422-0247-00455,240225-60-0003
4/22/2024 6:37,0422-0247-00456,240225-60-0003
4/22/2024 6:37,0422-0247-00457,240225-60-0003
4/22/2024 6:38,0422-0247-00458,240225-60-0003
4/22/2024 6:38,0422-0247-00459,240225-60-0003
4/22/2024 6:38,0422-0247-00460,240225-60-0003
4/22/2024 6:38,0422-0247-00461,240225-60-0003
4/22/2024 6:38,0422-0247-00462,240225-60-0003
4/22/2024 6:38,0422-0247-00463,240225-60-0003
4/22/2024 6:38,0422-0247-00464,240225-60-0003
4/22/2024 6:38,0422-0247-00465,240225-60-0003
4/22/2024 6:38,0422-0247-00466,240225-60-0003
4/22/2024 6:38,0422-0247-00467,240225-60-0003
4/22/2024 6:38,0422-0247-00468,240225-60-0003
4/22/2024 6:38,0422-0247-00469,240225-60-0003
4/22/2024 6:38,0422-0247-00470,240225-60-0003
4/22/2024 6:38,0422-0247-00471,240225-60-0003
4/22/2024 6:38,0422-0247-00472,240225-60-0003
4/22/2024 6:38,0422-0247-00473,240225-60-0003
4/22/2024 6:39,0422-0247-00474,240225-60-0003
4/22/2024 6:39,0422-0247-00475,240225-60-0003
4/22/2024 6:39,0422-0247-00476,240225-60-0003
4/22/2024 6:39,0422-0247-00477,240225-60-0003
4/22/2024 6:39,0422-0247-00478,240225-60-0003
4/22/2024 6:39,0422-0247-00479,240225-60-0003
4/22/2024 6:39,0422-0247-00480,240225-60-0003
